attr_ent.mean,attr_ent.sd,class_ent,eq_num_attr,iq_range.mean,iq_range.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_inst,nr_num,nr_outliers,ns_ratio,range.mean,range.sd,sd.mean,sd.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,procent_propusk,type_propusk,name_dataset,method_zapolnenia
1.5226381535835958,0.1845109326307564,0.9999977500599352,27.94550656070659,2.0,0.0,1.33434,0.4688392858965639,1.0,0.0,0.0318264324960753,0.0374864519027813,0.1,0.3162277660168379,-1.0,0.0,10,40768,10,0,41.5509902477303,2.0,0.0,0.836542492599998,0.0583131691729998,0.3499840557313513,0.0527059204952308,0.0530414520480745,0.0624743549657669,0.7028637250545169,0.1053472887724259,5,1,2dplanes_binclass_binaryClass.csv,0
1.5226381535835958,0.1845109326307564,15.29547077834474,10.30191358815106,2.0,0.0,1.33434,0.4688392858965639,1.0,0.0,0.0318264324960753,0.0374864519027813,0.1,0.3162277660168379,-1.0,0.0,10,40768,10,0,0.0255380113208663,2.0,0.0,0.836542492599998,0.0583131691729998,0.3499840557313513,0.0527059204952308,0.0530414520480745,0.0624743549657669,0.7028637250545169,0.1053472887724259,5,1,2dplanes_regression_y.csv,0
3.250691610858988,1.3439707191787778,0.9999906975135884,5.073802647626216,0.4158888888888889,0.3896843897452284,0.1407646333333333,0.171797152420449,1.1859444444444445,0.6605552798803275,0.3607603942223286,0.201665040521832,0.2915555555555555,0.2550529901369082,0.0151666666666666,0.0287064888135069,9,4177,9,7,15.493521132548882,1.1707777777777777,0.6712632266439482,0.2370776375611215,0.182372815007365,0.1152872348453825,0.2181306714378047,0.325164450649293,0.2112131055041194,0.0857701117015274,0.104219954098081,5,1,abalone_binclass_binaryClass.csv,0
2.5477756837116794,1.749683639623765,0.9832048570341376,11.627851977746802,9.145275,49.70311485827365,6.690158370000001,36.37903875444272,28.497425000000003,154.69297838139602,-0.8348625799999999,3.070894368643017,-1.330275,5.516979362061295,-29.32425,154.46288788917585,40,13750,40,39,29.131216613460506,57.821675000000006,309.1149212053905,7.405520465683267,40.17992134417831,0.0717301125203244,0.0959147662977199,-0.9660721242424244,3.590105761072336,1628.907160611401,10180.653528705623,5,1,ailerons_binclass_binaryClass.csv,0
2.5477756837116794,1.749683639623765,3.828958233704801,23.66296329504441,9.145275,49.70311485827365,6.690158370000001,36.37903875444272,28.497425000000003,154.69297838139602,-0.8348625799999999,3.070894368643017,-1.330275,5.516979362061295,-29.32425,154.46288788917585,40,13750,40,39,14.745254664045554,57.821675000000006,309.1149212053905,7.405520465683267,40.17992134417831,0.0717301125203244,0.0959147662977199,-0.9660721242424244,3.590105761072336,1628.907160611401,10180.653528705623,5,1,Ailerons_regression_goal.csv,5
1.0414732950564176,1.2920965401504192,0.794432350758128,8.242603388627098,2.4285714285714284,5.563486402641868,1.6944,4.482961021467842,286.2857142857143,750.3947215267696,281.97415738259764,745.4715459388063,282.1428571428572,746.0389687255906,279.0,738.1646157870208,7,4052,7,4,9.805767543082178,7.285714285714286,12.776466461353673,1.7204561858653478,3.4952521910107426,0.375242640461105,0.213872086143419,281.98049812030075,745.6987319249984,13.431501954995538,35.04698361638796,5,1,analcatdata_supreme_binclass_binaryClass.csv,0
1.0414732950564176,1.2920965401504192,1.825202079049472,9.396481956776366,2.4285714285714284,5.563486402641868,1.6944,4.482961021467842,286.2857142857143,750.3947215267696,281.97415738259764,745.4715459388063,282.1428571428572,746.0389687255906,279.0,738.1646157870208,7,4052,7,4,4.361699473056981,7.285714285714286,12.776466461353673,1.7204561858653478,3.4952521910107426,0.375242640461105,0.213872086143419,281.98049812030075,745.6987319249984,13.431501954995538,35.04698361638796,5,1,analcatdata_supreme_regression_Log_exposure.csv,0
4.072644956222382,0.6085515579375795,10.767172197728645,3.400668840085122,1.3596597421875,0.8904474970836825,0.9108671859,0.5158820325037338,6.1703173125,8.471213183167837,1.1535110009422302,1.7030236703668824,1.003869015625,1.6404405620479818,-0.03031059375,1.2758930915072242,32,8192,32,9,0.2862910098416477,6.20062790625,8.223583191598081,0.974737363003176,0.7983242457555387,0.0196358555036408,0.053508405318042,1.0140805825683992,1.6188097138177175,1.5675182281529991,2.760438527108591,5,1,bank32nh_regression_rej.csv,0
4.007104195161903,0.8148587138937091,0.9730662661337472,14.677035347166225,1.381435375,1.2979991879964374,0.9504760495125,0.8399230483712348,8.796518500000001,13.150192691463694,1.6107745162200926,2.387387289824542,1.4278716875,2.414220872374119,0.380009125,1.883986344468667,8,8192,8,2,59.44029266973436,8.416509375,13.151151397291429,1.0848551403375049,1.2556328222399522,0.0312445205046238,0.0883535642917861,1.4306827696806346,2.312049785660628,2.556447736767192,4.226383144570605,5,1,bank8FM_binclass_binaryClass.csv,0
4.007104195161903,0.8148587138937091,12.86331256724435,3.310973355026235,1.381435375,1.2979991879964374,0.9504760495125,0.8399230483712348,8.796518500000001,13.150192691463694,1.6107745162200926,2.387387289824542,1.4278716875,2.414220872374119,0.380009125,1.883986344468667,8,8192,8,2,0.0314151313386863,8.416509375,13.151151397291429,1.0848551403375049,1.2556328222399522,0.0312445205046238,0.0883535642917861,1.4306827696806346,2.312049785660628,2.556447736767192,4.226383144570605,5,1,bank8FM_regression_rej.csv,0
2.4599752876876786,0.8450265061574401,0.928691959084338,2.2416173643381634,2.7750963611111112,1.4556048460444742,0.4610542531,0.9615909101643768,12.304476666666666,1.2844623417684342,3.0321880010245734,0.6932193855056537,1.6666666666666667,1.118033988749895,0.771111,0.3702142659460869,9,39366,9,9,4.937731307763691,11.533365666666668,1.3686863257108073,2.7093158915134863,0.5573047281121536,8.558738948424415e-05,9.380400608205643e-05,2.1006206617837986,0.7813340741404264,7.616471319986328,2.903684041023779,5,1,BNG(breast-w)_binclass_Class.csv,0
